ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst_B,Erro_Mag_B,Std_Fundo_Local,Area_Ap,Exptime,Mag_B_Calibrada,Mag_Inst_G,Erro_Mag_G,Paralaxe_Gaia,Erro_Paralaxe_Gaia,Mag_Ap_B,Mag_Ap_G,Cor_B_G,Erro_Cor_B_G,Distancia_pc,Mag_Abs_G,Erro_Mag_Abs_G
683,1446.288642701757,1914.8317128510143,276.4378769862292,-14.905521819294334,153067.70102166673,406.6602162547526,376.4019564819622,43.03264112311719,0.0028844164630478,6.2786552804884215,352.1809355185953,250,12.37334053550688,43.60998241570698,0.002394553412061,1.3109,0.016499999910593033,12.464968472500672,11.103360192429719,1.3616082800709535,0.0037488324016304274,762.8346937218705,1.6912080097488573,0.02743652236481435
367,1468.7848280681949,992.0682309623892,276.5754375019166,-14.89858374114804,132972.48746959277,380.4480484815221,349.51549364052283,43.185445539114895,0.0031063000632431,6.2786552804884215,352.1809355185953,250,12.53210660428297,43.72501857037551,0.0025241129634341,1.4413,0.014100000262260437,12.61777288849838,11.218396347098249,1.3993765414001302,0.004002529991777721,693.8180808991882,2.01216828025969,0.02139258859279053
398,684.7244951387097,1058.0133238186108,276.56888854494224,-15.011853908440145,129239.59637966804,377.5198597736576,342.33853672533616,43.21636103910757,0.0031714220969258,6.2786552804884215,352.1809355185953,250,12.56422827017878,43.60735534013642,0.0024094624654718,0.7378,0.017400000244379044,12.648688388491053,11.10073311685916,1.547955271631892,0.003982891850074099,1355.3808620222283,0.4404263713130838,0.05126784676295024
68,283.7280169031367,201.69945939546128,276.6983715504881,-15.066135529975073,128126.4357431891,377.81528710598513,339.12454078981443,43.22575315920538,0.0032014787177342,6.2786552804884215,352.1809355185953,250,12.573986823134646,44.10945889453827,0.0030625289803561,,,12.658080508588867,11.60283667126101,1.0552438373278576,0.004430411914893014,,,
401,820.5588716893594,1066.275724901492,276.5670867659952,-14.992313042320172,127151.63308836608,373.8464679313134,340.1172513196716,43.23404516551852,0.0031921344647689,6.2786552804884215,352.1809355185953,250,12.582602341449402,44.22654745701349,0.0032529346208989,0.4778,0.014399999752640724,12.666372514902008,11.719925233736227,0.9464472811657814,0.004557554836643011,2092.925910422771,0.11615596080552137,0.06552491794021954
487,2765.8829131642983,1275.2208608752137,276.52776168874,-14.71271813905259,125452.80159991371,373.88483940070864,335.53861611773056,43.24864911072616,0.0032356931448363,6.2786552804884215,352.1809355185953,250,12.5977760584791,44.32164467418219,0.0033884366702634,0.7581,0.024299999698996544,12.680976460109648,11.815022450904927,0.8659540092047209,0.0046852121825939055,1319.087191663369,1.2136549341028129,0.06968641072448319
596,431.883185471063,1591.0768062475718,276.4903842880332,-15.050409606383278,122382.89871087816,365.9786298776617,334.399029669541,43.275548182923885,0.0032467199473422,6.2786552804884215,352.1809355185953,250,12.625724595952136,44.426041299594445,0.0035867056758596,0.6601,0.017400000244379044,12.70787553230737,11.919419076317183,0.7884564559901861,0.00483793840615124,1514.9219815179517,1.0174677400751104,0.05735150154499602
562,785.1790079061436,1464.585198094543,276.5077970113876,-14.999007363664868,111125.54802023944,351.0182553668192,316.58053768204064,43.38031523236818,0.0034294590815637,6.2786552804884215,352.1809355185953,250,12.73457912393771,44.34258486329028,0.0034231990024998,0.7834,0.018200000748038292,12.812642581751668,11.835962640013015,0.9766799417386522,0.004845563022274642,1276.4871074802145,1.305880476072252,0.050563800383662
364,312.2889776000241,988.3824276908788,276.58083973083603,-15.06523708049314,103564.20730573343,339.07814557574045,305.4287297988072,43.45682580824085,0.0035546754253117,6.2786552804884215,352.1809355185953,250,12.814074754164004,44.43567183986884,0.0036677329297837,0.4761,0.013899999670684338,12.889153157624335,11.929049616591577,0.9601035410327583,0.005107639594130995,2100.3990758244067,0.31754052396413,0.06350332989280488
10,1006.0524140151398,37.240710900225785,276.71983249701987,-14.9613374047324,101930.7853644812,339.94260091294325,299.84704797438707,43.47408659565057,0.0036208460524605,6.2786552804884215,352.1809355185953,250,12.83200896989414,44.39297956934262,0.0034926978475108,1.887,0.01360000018030405,12.906413945034053,11.88635734606536,1.0200565989686936,0.005030851258944689,529.9417064122946,3.2652168468900165,0.016035252411339827
