ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst,Erro_Mag,Std_Fundo_Local,Area_Ap,Exptime,Mag_R_Calibrada
1638,1434.3161388081785,1849.305911348765,276.455476586728,-14.878582639060786,4812.975911723042,94.30416794894096,51.03672527314942,21.40156090146787,0.0212729165946544,3.344222022651961,399.5664568589252,175,14.633254843179435
526,2582.0996045251395,624.3221770416457,276.6335292759635,-14.707886552558524,4808.14237464621,89.40412045316197,53.77987446523959,21.40265182385063,0.0201878492799706,3.344222022651961,399.5664568589252,175,14.634339040202603
878,2942.8382230978805,993.6578402178887,276.57689317551325,-14.657353350127178,4783.82678616207,88.67338357753545,53.94884680338291,21.408156506125156,0.0201246192334165,3.344222022651961,399.5664568589252,175,14.639809787003527
1584,2015.5529300129567,1788.0843001622757,276.4622010992678,-14.794471874455208,4749.164178906154,89.17037857711048,53.25943721097128,21.416052163142602,0.0203851196492994,3.344222022651961,399.5664568589252,175,14.647656768575787
1525,1690.0924806915095,1720.3362336127866,276.47366387184496,-14.841158486463708,4745.554390002682,91.39012973534707,51.92633388031221,21.416877733413997,0.0209084662611169,3.344222022651961,399.5664568589252,175,14.648477249340333
1433,348.63971542938697,1590.800920496687,276.4986224006336,-15.0341802325605,4729.386544867157,122.5056563892234,38.60545450930862,21.420583093051548,0.0281229689897372,3.344222022651961,399.5664568589252,175,14.652159766036563
523,701.7492705464418,623.471802251277,276.641640816162,-14.979339282148612,4717.333181312861,95.43084613696826,49.431953841656735,21.42335374374959,0.0219635259305706,3.344222022651961,399.5664568589252,175,14.654913336122332
123,125.98155487765064,166.29046909972686,276.71244802995136,-15.060588634095703,4715.797058116179,112.94192438479485,41.75417661602247,21.42370735374797,0.0260021891937723,3.344222022651961,399.5664568589252,175,14.655264766172413
157,1752.5222301212802,201.76807950069036,276.70014783187906,-14.825901209342684,4708.623972373171,127.09874331917334,37.046975047965375,21.425360098329243,0.0293060364198244,3.344222022651961,399.5664568589252,175,14.656907321851344
901,32.33633053585816,1024.5549331254192,276.584566146951,-15.077563485216848,4696.08748477776,95.06569397545807,49.39834012036023,21.42825467443332,0.0219784712877936,3.344222022651961,399.5664568589252,175,14.65978405336311
