ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Mag_Inst,Std_Fundo,Area_Ap,Exptime,Mag_R_Calibrada
777,341.06434324370406,1618.9230886869236,276.49445353452086,-15.035384521999578,20962.8691873934,-5.196031688921988,3.344222022651961,710.3422573430399,175,13.099187997024654
52,1195.0576206769567,157.2358827118745,276.7091898419516,-14.906208760788754,20940.23708363279,-5.194858864326446,3.344222022651961,710.3422573430399,175,13.100360821620196
391,1897.0066398843692,850.3527266718987,276.60267453183405,-14.80773701780113,20356.405653241207,-5.164157620062813,3.344222022651961,710.3422573430399,175,13.131062065883828
45,2845.29305784444,121.79814577217702,276.7074335327036,-14.667753183629832,19998.44493768213,-5.144895444789154,3.344222022651961,710.3422573430399,175,13.150324241157488
652,2240.2604968193205,1369.421685168369,276.5237483479824,-14.760331895518249,19645.135506237333,-5.125542450261509,3.344222022651961,710.3422573430399,175,13.169677235685132
327,1213.2880953535212,715.8763165664316,276.6256543284538,-14.905879397710692,19211.34413588757,-5.101299257431879,3.344222022651961,710.3422573430399,175,13.193920428514762
694,2749.5822572090915,1447.1673508153806,276.51002873125725,-14.687141370657018,19030.65022376977,-5.091038946186648,3.344222022651961,710.3422573430399,175,13.204180739759993
934,2925.726311695668,2015.609531987537,276.42450538723574,-14.664066200000187,19026.26629410847,-5.090788805523192,3.344222022651961,710.3422573430399,175,13.204430880423448
688,1963.3481090426455,1437.9626327598182,276.51467338447884,-14.800577858249095,18943.523381541192,-5.086056774145844,3.344222022651961,710.3422573430399,175,13.209162911800798
463,488.6777617832442,1004.5825302567948,276.5856062916899,-15.011633197382944,18913.078224801637,-5.084310425310738,3.344222022651961,710.3422573430399,175,13.210909260635903
37,2453.486221770882,103.52876789158448,276.7118277653785,-14.72426238700216,18727.60028057586,-5.073610206442996,3.344222022651961,710.3422573430399,175,13.221609479503645
454,304.4012049312317,989.3635683605456,276.58866480702125,-15.038164157129277,18573.355686093917,-5.064630817533273,3.344222022651961,710.3422573430399,175,13.230588868413367
362,559.2367091948009,799.5329357082823,276.61594279358445,-15.00062298508332,18220.03756261925,-5.043778048244091,3.344222022651961,710.3422573430399,175,13.25144163770255
786,2120.10142524969,1659.2388483196116,276.48099561831845,-14.77886073734834,18054.742085521342,-5.033883100410856,3.344222022651961,710.3422573430399,175,13.261336585535785
520,978.7202696377846,1125.8735121963932,276.56540873617735,-14.941404607516342,17738.68160491658,-5.014708224663494,3.344222022651961,710.3422573430399,175,13.280511461283147
682,2835.4499898970157,1427.4183172548962,276.51261920210027,-14.674665531317242,17581.48325836967,-5.0050436569135925,3.344222022651961,710.3422573430399,175,13.290176029033049
823,606.5728351099682,1744.165132737839,276.47463162085506,-14.99757888721322,17334.620761300845,-4.989690740297898,3.344222022651961,710.3422573430399,175,13.305528945648742
398,513.0473435550448,867.0122572366932,276.6060572424164,-15.007561823609,17293.185603040387,-4.987092384948944,3.344222022651961,710.3422573430399,175,13.308127300997697
762,1870.400664062637,1589.2871116458143,276.4924739602481,-14.814608600518008,17138.65217729326,-4.9773465408373605,3.344222022651961,710.3422573430399,175,13.317873145109282
691,453.480418158981,1443.1447165741592,276.5202368617835,-15.01846804455624,16785.235402741295,-4.954723469142567,3.344222022651961,710.3422573430399,175,13.340496216804073
618,732.7258032220277,1310.7411935569348,276.53883550417635,-14.977647624892969,16634.40879812045,-4.9449233039389,3.344222022651961,710.3422573430399,175,13.350296382007741
931,2689.5583837650533,2008.6797200264348,276.4265078024303,-14.698116263774727,16508.829194331716,-4.936695563792673,3.344222022651961,710.3422573430399,175,13.358524122153968
530,525.0190890974583,1147.6798492873293,276.56407288992267,-15.006964195185963,16419.83029668196,-4.930826538928043,3.344222022651961,710.3422573430399,175,13.364393147018598
869,1735.6889206875103,1865.5921695603924,276.4517940510638,-14.835166787618354,16371.42239990749,-4.927620913038079,3.344222022651961,710.3422573430399,175,13.367598772908561
392,539.7591190856845,852.7910399435907,276.6080682256104,-15.003649376073737,16270.113688489771,-4.920881347306076,3.344222022651961,710.3422573430399,175,13.374338338640566
935,957.5187751994332,2017.1989469316563,276.4323958086363,-14.94803724823519,16184.934286568314,-4.915182229376387,3.344222022651961,710.3422573430399,175,13.380037456570253
307,1540.5372929240602,663.6715142224081,276.63206106422666,-14.85842515955582,16079.574707135907,-4.908091272775129,3.344222022651961,710.3422573430399,175,13.387128413171512
384,1302.4830130861765,836.484422408352,276.60726081307104,-14.893498699610406,15870.49606981111,-4.89388113294935,3.344222022651961,710.3422573430399,175,13.401338552997291
646,1419.825318787801,1356.217007688988,276.52915167597826,-14.878682102168556,15831.306819425954,-4.89119679289443,3.344222022651961,710.3422573430399,175,13.404022893052211
887,2511.187647661737,1910.2155133696028,276.44192990632934,-14.723451715341536,15785.209117111634,-4.888030727416161,3.344222022651961,710.3422573430399,175,13.40718895853048
651,2032.749676914554,1368.9320899069096,276.5246873709309,-14.790279115947682,15713.172372937144,-4.883064565100242,3.344222022651961,710.3422573430399,175,13.4121551208464
512,2367.5352796463794,1112.9298936297555,276.5614984470433,-14.740901866137772,15612.35705969698,-4.876076066232294,3.344222022651961,710.3422573430399,175,13.419143619714347
