ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
306,102.04043351529884,880.2723194504173,276.5978574175739,-15.095092384559674,28454.371406054182,254.8957480556516,-5.140522468125642,0.009725757414030924,6.092793201099803,625.9983263132058,250
579,801.1476184933415,1686.4619595555298,276.4746197178092,-14.99758508561578,28304.955422692117,253.7330052333927,-5.1348061664532185,0.009732498061489384,6.055808953137501,625.9983263132058,250
315,1161.3183927208058,907.1449341589638,276.58939915737466,-14.942556701118157,28080.980716953985,262.39624082088983,-5.126180656526628,0.010145072977712659,6.43784835423606,625.9983263132058,250
399,1445.0188327020353,1126.7715045186474,276.55544397302765,-14.902557066973177,28044.901503399713,242.85805235835767,-5.124784775972379,0.00940174410715993,5.60779435071363,625.9983263132058,250
494,3032.0877615240865,1369.7056232970651,276.5125594196474,-14.674711062259448,27389.401844759297,239.2950499687132,-5.099106347896307,0.009485516961033698,5.510658127469986,625.9983263132058,250
211,2666.8229417871557,609.0341791061185,276.6274853347997,-14.724252281369916,27113.41893064353,242.38666030947266,-5.0881106893766574,0.009705865489378492,5.671131773288376,625.9983263132058,250
331,1255.9691148704767,962.5888986583336,276.5807297661793,-14.929139902849789,26858.01681604964,244.22750615934297,-5.0778348318355695,0.00987257567277817,5.77338555175787,625.9983263132058,250
588,445.4258806816119,1709.8300408508987,276.4726029741373,-15.04892581453047,25973.838161881373,256.90236986746936,-5.041490303814134,0.010738455411431903,6.378693060532191,625.9983263132058,250
499,647.6747932413285,1385.0105386184325,276.5202440769639,-15.018503228785445,25922.086774334253,248.12460893245998,-5.03932487854035,0.010392253149337375,6.01946222172657,625.9983263132058,250
74,2596.3879844105622,232.73682819619782,276.6838764444004,-14.732828764736299,25783.713743031898,241.17742742903556,-5.033513655544012,0.010155493330764598,5.737511161253787,625.9983263132058,250
276,707.4023010279908,807.8726767137513,276.6061205978889,-15.007571949904994,25527.391881557414,256.0170938468787,-5.022666091974774,0.010888607817015977,6.378085121522442,625.9983263132058,250
268,1498.2648085336598,777.5466853320123,276.60731156927574,-14.89345617239782,24781.563860353723,237.54577816133963,-4.990471751831203,0.010407069255317177,5.671898800392375,625.9983263132058,250
11,782.7787023506735,40.84826280216097,276.72024799858974,-14.993538045215548,24450.08683022007,275.06851591123086,-4.975850992778664,0.012214348758700722,7.2153019554179325,625.9983263132058,250
133,787.7875699239327,373.1954984051728,276.6706403392198,-14.994201135209225,24196.81982146669,241.7500810568798,-4.964545704764222,0.010847213185040153,5.900282487558545,625.9983263132058,250
42,1981.7528188446827,124.11298431016195,276.70270245106747,-14.821019333562509,24018.230540057993,233.4270250932491,-4.956502501079221,0.010551639960365235,5.565471077113261,625.9983263132058,250
14,2649.62843593622,44.18359625400623,276.7117523024765,-14.724347374934876,23918.381644538138,250.35432577819248,-4.951979456470367,0.01136405027467452,6.276995986359498,625.9983263132058,250
167,823.3070958919673,468.6766866804321,276.6562435689748,-14.989476518569516,23419.447990634653,242.70253727220035,-4.929091614058435,0.011251424236036709,6.006050045052713,625.9983263132058,250
578,1818.6072519915967,1682.2799792389228,276.47102404504994,-14.850939380486825,23404.081558588543,230.03802140147047,-4.928378985498821,0.010671313001980438,5.477416742706295,625.9983263132058,250
525,1082.2768281956605,1485.8926244998459,276.5033822946004,-14.956280902138825,23370.83240945777,237.52396749847586,-4.926835431144298,0.01103425701725266,5.796032544554262,625.9983263132058,250
295,1627.559948297896,852.4281827729523,276.595597066119,-14.875124010911167,23068.949162423087,243.48786473471876,-4.91271950825558,0.011459333187707161,6.06770800176062,625.9983263132058,250
410,2132.829810090014,1158.263903459707,276.5478596367161,-14.803527521961849,22252.879564986622,231.19707660701292,-4.87361552203552,0.011279918418611404,5.6316788480100035,625.9983263132058,250
636,2202.5233503790496,1921.0342990771023,276.4338233352697,-14.796546520148716,22016.793375702633,261.4333320216235,-4.8620351449448185,0.012891894097944152,6.862779166619408,625.9983263132058,250
641,1624.5678780088415,1940.5692538358571,276.43330089682917,-14.879930066254726,21527.057487694372,238.15283824389098,-4.837611654807109,0.012011048729218843,5.981002414400704,625.9983263132058,250
548,535.1203402836117,1560.9491792626525,276.49445337912744,-15.035417717445485,21367.89862059313,239.85824133868059,-4.829554514619877,0.012187164364886762,6.0632403736904505,625.9983263132058,250
